N,P,K,temperature,humidity,ph,rainfall,label
115,47,44,26.91070127878526,71.64149574241435,7.168594893007607,66.03273870809615,cotton
104,45,31,22.896906841407315,62.10678646295908,6.445323605698683,61.1943679778888,cotton
103,31,39,20.59095256615744,72.00279377753172,7.121201311269316,57.46152745806011,cotton
125,30,49,20.209435645077583,72.23031549134366,7.164808347872967,81.93243559264477,cotton
114,36,46,30.154081727873223,71.78139044852415,6.735657165448253,53.69890796813457,cotton
101,43,40,22.71701996280705,60.122064357203634,6.580893787542809,78.98800262054891,cotton
125,40,39,20.05068310942634,64.88257631401062,7.322703976453386,83.97252813324766,cotton
120,41,44,30.365528780505507,79.78367175124284,6.559001893549363,58.20412616150469,cotton
128,43,35,31.046728079971892,77.32299734488663,6.882603136378922,89.42388868030703,cotton
93,45,33,27.700186871929144,67.45645230521886,7.17555271708017,58.90243650455516,cotton
117,42,32,31.045934837239038,68.77358322393708,6.148386740620842,61.813796082585164,cotton
91,31,40,23.954430866678603,74.1780916093405,6.124065773035104,89.1342265877429,cotton
107,43,37,28.33938875755622,74.61362209282512,6.876890661260033,76.63337283110027,cotton
104,46,44,22.083084871377803,66.05426798879449,6.607832823875262,75.72313935541884,cotton
90,31,39,30.63869405641801,72.74146677947705,6.765398319059931,77.95251948239095,cotton
98,39,34,27.177621164560676,72.07117731539572,6.467460622415128,83.3470622324991,cotton
123,47,31,26.799848379014183,70.56391836420873,7.29722050409953,92.6397920372329,cotton
116,42,41,26.208915595973295,72.45144553077589,6.740506336675767,83.11828927769048,cotton
126,44,42,31.114980311721126,74.68490024743397,7.1514108668170016,69.47836525484149,cotton
96,45,41,23.72914591430245,71.53301951140875,6.253607677031778,74.92016374739119,cotton
124,37,33,28.730010608551517,78.69344015203974,6.073714543241823,51.10664711054112,cotton
98,39,33,25.682237214404047,75.67551367190208,7.33664036814818,82.40418786178748,cotton
120,47,40,31.70410553025321,67.35545018035361,7.105938681275848,52.2307455458603,cotton
112,44,48,25.919613022668905,65.33215035564521,6.985265055666001,50.40222291871822,cotton
105,41,39,21.090503616983867,76.97065046697887,6.936458224537919,80.42441352071079,cotton
126,35,35,23.818264374002556,79.56397947192983,7.164937069083968,94.7357406375531,cotton
112,41,36,27.04686026613368,73.62396320176758,6.0887583399771,89.78882708492216,cotton
122,33,36,31.843665652846727,63.3737331803664,7.1810335890066375,83.94178199012885,cotton
110,36,35,30.77496165436594,65.04316709190817,6.565013685612255,69.28833069991951,cotton
125,43,39,31.381509006777048,63.763336050301284,6.668304905427583,88.21120542347026,cotton
102,43,49,28.938760524723822,61.9903758789969,7.249553200545938,90.16246872200853,cotton
91,47,33,24.9157737076616,64.40085883418026,6.186276013636264,78.08552836087726,cotton
104,36,41,23.282588544050043,74.51084093581163,6.1530680038136065,56.114942831770996,cotton
95,46,33,21.05831770320977,62.927747783462785,6.422804850602758,50.19554048986608,cotton
115,39,46,27.449586054229727,62.85417476625069,7.077523102272839,94.5150943820128,cotton
121,42,39,24.343567924686283,61.45147395205173,6.148849550503502,57.968097674587725,cotton
118,38,31,31.78818368351424,76.22590350237095,6.889619467522984,70.70319518275775,cotton
128,37,32,29.269391531274383,65.62275517500332,7.457404466747285,57.40518740626898,cotton
118,36,35,29.001659090835254,79.49830286075519,7.269027368746451,51.05809670057239,cotton
122,32,33,27.221373811642692,79.12298810310017,6.790203582788894,75.92655717039432,cotton
93,45,42,31.044984524262134,68.99196481607156,6.043321483804168,92.8425254251545,cotton
107,39,33,23.431625659745354,69.94257235583909,6.413720247176189,99.92555383421693,cotton
117,44,42,23.18376373787184,61.28459181141756,7.325788605860214,53.130629659115044,cotton
104,41,32,26.33318059855968,78.31585144882548,6.813398250721028,88.63172062379849,cotton
119,45,43,26.88794726552598,67.42440767361137,7.32211808215078,69.1616511573874,cotton
109,42,36,31.021134271753834,64.6773650426535,6.371916718755976,73.69803708629561,cotton
120,47,31,23.65660251071786,77.81589436209151,6.509872749972049,63.76782549348333,cotton
127,44,41,29.77726390775512,71.07212422277966,6.872132013812297,52.593349437162665,cotton
126,48,40,31.942371388140828,64.86596216705452,6.67494133656642,53.77807371277025,cotton
106,44,45,24.281322692520348,79.53188396382147,6.095054763907139,52.4587148235842,cotton
111,37,33,21.750992350419708,64.21234192937102,6.031874357276874,91.99743802872862,cotton
91,32,45,21.821394204648332,61.1964734889658,6.248569773690319,91.48562165297727,cotton
102,41,40,20.74074475673016,71.03327243690435,6.585307687828762,88.63976941826547,cotton
90,45,33,27.548437390293298,64.17183371686849,7.359700903804878,84.9026142726096,cotton
105,32,43,25.53359480984772,65.46269506839299,6.13763492202058,57.06788688898047,cotton
103,31,47,31.273507957522455,61.04135309815441,6.722168761514723,93.02585041025552,cotton
90,39,32,23.27206830383173,61.17814560975205,6.121302596048847,57.94022033368799,cotton
127,39,38,30.77268560914239,72.43504754608433,6.644332294095264,75.60181944995045,cotton
122,32,45,24.348433157490682,65.31471509179813,6.226201396986866,91.7436794834206,cotton
126,37,32,26.419288882677307,72.01705891488311,6.6847228920244905,57.96542664978189,cotton
122,31,30,21.99377783661369,76.85957474252317,6.156833099143798,67.46167749166737,cotton
122,37,34,25.0986642317695,72.10855924410735,6.377730001621119,77.72153853228792,cotton
107,42,30,25.93487464056331,71.4877605145733,7.193976627369004,58.02530757007645,cotton
122,46,34,30.814554839876376,61.583690651560744,7.414805625675695,68.11773733244078,cotton
100,43,47,27.082198844739025,81.47030191989768,6.774052928127347,249.41792164879251,sugarcane
86,41,59,28.496206604122484,73.55545615267513,5.611517361498128,242.77392064417222,sugarcane
106,58,56,28.88405944825586,87.78111534697288,5.645028291205611,228.06161796441108,sugarcane
73,57,54,30.26664090042181,78.70373325948793,6.087830675747371,185.8197594720122,sugarcane
90,47,58,30.786761949767133,88.65512523360658,5.649534690971122,196.07198303203978,sugarcane
70,50,46,31.826570938463757,89.01071658023812,5.90618245605681,170.43140816730366,sugarcane
106,55,58,22.566293877483385,71.6914378321739,6.783695432256556,229.52288056472668,sugarcane
104,51,42,29.640000878358947,73.74705495034466,7.149948036894513,247.67186102683974,sugarcane
92,47,54,31.157542959666657,81.21414848001601,6.111896571549921,178.58577203344691,sugarcane
82,49,56,22.232889209035026,86.25788118491967,6.414811258644407,152.9638218417981,sugarcane
109,58,54,24.567320331016727,83.55201423739189,7.127120971301433,186.54568724892255,sugarcane
98,48,51,29.97399428968187,70.273947666596,6.123234746128949,228.82388574350352,sugarcane
85,40,59,23.817839580471777,70.49678220391226,6.902799296110814,204.9904867605726,sugarcane
103,43,53,22.631443238550304,74.59887496253606,6.815746054493976,211.1963000308982,sugarcane
106,48,57,28.448541177267067,83.91926894471877,5.691364133147173,209.38437809625967,sugarcane
108,58,50,29.404869869240635,85.18133840946962,7.396502138614752,200.58179935582115,sugarcane
99,43,54,30.43239072851557,78.64955371161372,5.570498153318976,166.46167098507397,sugarcane
71,57,50,24.79954700398407,82.40516466532284,5.74506798301606,188.41426783251205,sugarcane
76,55,56,28.954684007385637,71.7434090174899,6.051402774064806,206.41486443277276,sugarcane
99,57,49,27.129793523210918,83.12140298224108,6.0240074941924515,170.33296109784004,sugarcane
108,52,41,27.257364952784663,72.66310894466861,6.631706644242163,174.7402492105114,sugarcane
90,55,51,28.98656432668924,73.88983407996274,7.426849528646658,224.68805270793817,sugarcane
75,51,51,24.56500715233329,75.91307400909271,5.842684374278929,165.5712138753238,sugarcane
77,55,56,22.76674751625456,85.42318104055192,6.404834085691009,179.82430078851914,sugarcane
107,57,48,31.684939272620856,88.94154899854645,5.971873524881675,226.92015452397442,sugarcane
99,54,43,25.33535460962111,77.71934506035261,5.624367232253492,201.22724378989435,sugarcane
104,53,54,29.568726144176697,89.92026853259341,6.2265129180401395,217.95220047024483,sugarcane
95,46,47,28.992073490434656,74.40022615097766,6.313498827663434,238.45211017330556,sugarcane
83,40,45,25.50244676587871,72.92323231137956,5.587418631976142,202.8663407522022,sugarcane
91,56,52,22.117681494735915,87.63137079692471,7.483915202330348,177.71045387606674,sugarcane
70,42,44,23.189199650638646,81.06082826583611,7.038576643475253,210.03926326324847,sugarcane
100,59,56,23.890568686135758,76.81022283371678,5.530512835641456,176.0644919684789,sugarcane
79,58,44,25.24603619857112,81.47315612478545,7.365925916238789,237.5627876015866,sugarcane
72,57,56,28.396084427697474,81.75401903556391,6.200275610766993,155.68483310660326,sugarcane
87,45,59,23.13737793956248,75.15120549236657,6.740138782312721,196.39068296060404,sugarcane
86,49,54,24.993342285861285,77.41035856985943,7.372841215369199,178.53917027352904,sugarcane
97,59,40,29.30861043003951,77.83480262654682,6.551554251182106,188.9561425827808,sugarcane
75,40,49,23.132941913177163,81.3110931145325,6.3313922722070854,186.1440386803493,sugarcane
97,56,59,31.417733595065762,75.79596194142218,6.77088083441527,190.58081935345285,sugarcane
102,40,57,22.775533378806486,84.73940536107901,5.9509598149874146,174.7283449417199,sugarcane
105,41,51,28.43756414296744,77.46867798081547,7.217889254280879,248.4088229400823,sugarcane
77,51,56,22.858531367083145,87.61157001573241,6.621013774215713,182.92652484511774,sugarcane
102,49,57,31.558442573569963,77.34558531976539,5.982671392657523,158.16629209185578,sugarcane
103,48,50,27.604460659136898,78.03131201474353,6.38526231814806,248.24819965609063,sugarcane
102,44,53,22.68240777468288,78.61107445702523,6.964942320147326,216.54489144666127,sugarcane
78,55,57,27.570052001636938,83.83729145436861,7.280357900314532,220.99473420721347,sugarcane
75,51,49,31.979262123358566,86.20149622243636,6.211006936354695,239.0363055742812,sugarcane
96,45,57,29.799846335234083,88.13842600058284,7.386498724159004,155.05229826405574,sugarcane
81,47,40,27.95151633137083,80.58704857684432,5.561195003045212,244.45477365130677,sugarcane
72,47,53,22.26981678737252,81.4409866181742,6.9363085224748975,217.7164950915407,sugarcane
81,41,49,26.394488936900824,83.16649289912979,6.587137979475533,191.5757171075683,sugarcane
90,57,58,26.53924754921114,88.12098346995299,6.594269517420588,178.98393665174848,sugarcane
93,46,53,26.186341652822453,81.09262093978079,7.194200514868156,222.58937816637587,sugarcane
96,53,41,24.689859699586464,85.51553424458851,6.496943999366898,225.6078606827505,sugarcane
70,57,45,30.34507317923523,73.5932324978345,7.497967835699841,215.86743450774108,sugarcane
70,49,44,30.42905147085903,80.66134749805555,5.930303947665568,244.18094528764794,sugarcane
87,52,45,25.596914100705682,74.06083171674442,7.3582400789707565,237.84664527635474,sugarcane
71,40,53,27.183551876395853,78.29475312623447,6.735867657738807,195.74055197450426,sugarcane
90,52,42,30.251223435109942,80.61746277324131,6.515471419675584,184.45566026845913,sugarcane
95,53,50,22.19540458268376,86.84091140679261,6.125905883302419,201.52450159288156,sugarcane
75,48,47,27.331279389297695,78.11462633617434,6.521633580547193,161.11620643388952,sugarcane
107,46,53,26.68188850784775,74.92263204205868,7.131108296083838,246.06340094687096,sugarcane
91,44,54,22.581629035748843,89.75804034355117,7.406612691883527,151.95160886881715,sugarcane
88,43,40,30.59622461574897,81.63489113317533,6.827788608966719,218.77381688849795,sugarcane
92,43,46,25.788724082166134,70.48307255880232,6.481209603198839,239.19490208757566,sugarcane
93,46,58,30.76754041532709,85.71098409743605,6.1551353936309,221.07396939613753,sugarcane
71,58,52,25.117375999223842,82.98299872708672,6.712642263807945,159.48845134082654,sugarcane
106,57,54,30.369900942889345,70.28500048038241,6.574397937474018,163.1189561138334,sugarcane
83,52,47,27.022693948304767,84.35970332358056,5.716505342336578,157.9512778972334,sugarcane
96,40,42,27.4375794115011,73.97523476480342,6.2313378482257855,163.920601702191,sugarcane
70,52,49,22.410411696255007,78.41520957010498,7.049570357658865,170.2962706114504,sugarcane
84,54,57,22.5722209650158,87.1755492966522,6.3760070962945985,190.6617257952809,sugarcane
70,55,46,30.69813192358543,75.99424366504361,7.357143611476595,178.523820370232,sugarcane
108,46,57,26.74676781931236,76.8265964109186,6.956943322146277,217.48693090193242,sugarcane
82,52,45,28.323152533007715,70.12807034996437,6.043910348039016,229.22114027749177,sugarcane
95,54,42,25.250392914740146,76.81520777807184,6.389814233022192,212.53453663434078,sugarcane
88,51,49,23.88781614867845,88.0489617035704,6.6453797927919425,226.376853104822,sugarcane
85,46,56,26.07297233895248,83.75994663221579,6.386952584831179,213.0441987492369,sugarcane
74,51,54,24.307720087970015,83.7405365650572,6.421833628146828,179.63732044635583,sugarcane
83,53,50,27.74866615630936,87.0886261403742,7.302484300667372,248.92371831502408,sugarcane
72,41,43,23.010704773992675,84.60929306539583,5.655305937456523,199.96393920850494,sugarcane
73,50,44,27.64976792650384,72.86821676774152,5.923898577399943,197.7635257585353,sugarcane
79,43,56,27.05668043540631,78.79698385095203,6.629247627149377,170.70126431791502,sugarcane
72,48,40,31.33118118937863,79.67058415090663,5.8603908579710104,194.56371322413855,sugarcane
74,59,50,29.901715285194033,80.03348043910508,6.031797639729197,163.56034044944968,sugarcane
88,53,45,25.647634913935335,73.89657453962273,6.5214970285772695,185.43757400494857,sugarcane
101,49,55,26.638263784592525,80.36691648075993,7.02919574556247,152.92871109255867,sugarcane
103,56,47,29.24476411139603,83.11700177509435,7.405636967031658,247.0410283238823,sugarcane
73,50,55,25.360438738849243,87.59176091110358,6.820503586983026,213.614512068878,sugarcane
89,48,58,31.357412950957695,89.27053775552521,6.989278737877564,154.1630098828681,sugarcane
94,59,50,25.99236420018131,82.1623493559319,5.518515140350503,162.60614538552403,sugarcane
84,58,47,26.885080570748315,70.21968879519838,6.207340431023127,236.74271360781992,sugarcane
76,53,40,24.359625366369283,87.92778390873976,6.060081387446896,213.70336087851246,sugarcane
76,59,43,31.53951434552119,82.14678257317225,5.53591663891871,172.16642615465813,sugarcane
75,48,41,23.277452334556823,82.98047888922827,6.979768561475368,248.49475340770175,sugarcane
79,48,40,29.330592630457513,73.99061366607096,6.929921487162099,197.3525145653448,sugarcane
102,49,49,27.98682701640258,88.97909887306187,5.882481809656281,232.59714579592548,sugarcane
97,40,53,30.02056239318894,78.6374607294716,5.926288619511019,152.74900554436448,sugarcane
95,56,48,31.556583748582426,87.88601191854644,5.8166942575080585,212.72183597615253,sugarcane
82,51,47,30.7814792261007,88.49559420864875,5.972129912746146,196.68545610175815,sugarcane
59,56,31,20.099807551639643,58.83140733132116,6.437335369943804,46.500031997903704,groundnut
30,51,31,26.129109498527278,56.48571521485834,7.062685055184332,70.19879664444062,groundnut
42,51,32,23.147175292475453,63.04120316414119,7.370746198978535,41.669784557291294,groundnut
55,50,38,20.58844455959518,56.41657784052671,6.497124961275281,43.96980242869889,groundnut
39,56,33,21.84889644797539,60.54961493253777,7.160886500515385,97.11512827752134,groundnut
32,40,23,24.502727586681264,62.81911276002127,6.7612060316593805,77.6277103656444,groundnut
34,50,36,22.700196944691946,65.77691202483426,6.754302455162747,87.64717407288865,groundnut
57,48,25,22.076990522763836,51.952332765585844,6.170487928214715,46.41728558546479,groundnut
59,58,35,28.593422293058573,58.41282936220742,6.867478304296179,71.21784709044256,groundnut
47,59,22,25.42960057437123,66.0038963191675,7.096037308101308,71.4400952857354,groundnut
33,53,27,22.088316363963546,52.53294236149636,6.929804169080862,50.27027905032327,groundnut
57,42,35,23.728260178996827,61.649158869863456,6.660316288901857,69.27016495746223,groundnut
37,55,38,28.7702174836798,65.98286242177079,6.400150432663677,87.90111285842451,groundnut
56,51,28,27.689027394468724,69.30764872916852,6.646458085968609,57.44533403968192,groundnut
38,55,33,20.552704794626514,67.83769495350202,6.426940437930975,79.99403222826129,groundnut
50,53,38,21.37540208577123,62.642655480877046,7.407581721275796,87.58168503161318,groundnut
30,44,32,23.094968879025032,59.8846938289757,6.4850576900686665,98.86421571172984,groundnut
47,57,38,21.18113373439569,59.809138294380425,6.049043223216231,90.13059919891364,groundnut
42,43,35,24.674684976008493,68.43136099046944,7.473302012977531,43.345764332205135,groundnut
58,46,20,21.047209095947945,51.179584294081664,6.470229053997351,48.02322954719456,groundnut
45,58,26,20.382639217155162,51.702709401591214,6.811723407036201,55.80743780265236,groundnut
38,59,39,22.122942933842296,69.86976750077596,7.319537949136302,82.08881377914173,groundnut
49,50,28,29.89039072217867,58.404590091755445,6.362435010070869,56.946856611838015,groundnut
38,55,39,28.299204981061138,61.19896297359138,6.692466009305294,55.76074924187196,groundnut
47,42,25,21.69615042852002,50.96779000053905,7.107655633258424,78.72992551679005,groundnut
41,53,37,29.87090272425658,55.17336866072422,6.543533631215245,56.62727184404787,groundnut
37,58,29,26.132534487412535,52.45900272591618,6.529778289908528,41.47096374309735,groundnut
48,50,34,24.409653025038757,61.303213222297124,6.489116618769128,53.43062836570448,groundnut
56,46,39,29.857467159863905,63.874231278643336,6.855994514128825,47.639817144841146,groundnut
57,49,32,26.517860794243646,54.88093011409524,7.482960540964925,88.37328506667336,groundnut
31,50,22,20.15958454226086,62.10445563649833,6.614458611646674,66.63857079094372,groundnut
40,47,24,21.833455221074047,67.6890025113152,6.855274889327637,48.93067702647334,groundnut
48,40,27,24.883805539665516,56.02317022248392,6.209506124806888,71.53236956087578,groundnut
37,49,39,20.53554668278822,57.15359133746671,7.013826236071644,51.92585702843619,groundnut
35,52,20,26.57555683961423,61.44795645542969,6.006142588539856,72.54624236647578,groundnut
50,41,39,25.012813809676537,55.245209137637936,6.150172227945305,68.45632222830476,groundnut
59,47,35,23.553731463857282,51.428619769767714,6.161068593488667,58.2523281278309,groundnut
47,53,28,23.115895064357623,63.47236952560102,6.839808110683492,44.01604199949593,groundnut
31,49,30,23.60874132226613,60.07989711874672,6.99792531806895,99.02879882892948,groundnut
58,53,25,28.089859874747845,60.414121723561706,6.6030131821435285,69.27768589358064,groundnut
43,48,28,20.328602119943014,59.54691521738707,6.722704979631811,55.77475223956195,groundnut
48,42,36,21.33047273705068,53.49263086531826,6.289717385618429,42.83091981850834,groundnut
59,53,20,20.79892576385904,51.773007806617,6.818057755131318,64.97886572809668,groundnut
48,58,38,23.449762915933377,50.71830969095085,6.350378509034552,45.82932496155795,groundnut
45,54,23,27.902459536144285,56.25649376751914,6.441407443603855,54.445578343063055,groundnut
40,54,36,27.89357654958255,64.0707629636403,6.267309616685227,75.6107418126057,groundnut
41,59,30,27.298079006620252,54.49962454180478,6.847070541254984,60.48058116417987,groundnut
41,56,35,29.173708946789255,50.605588960957625,7.3717016980614245,93.0866252933953,groundnut
58,59,38,23.47593330951835,59.555182372151066,6.295153995634394,57.087671241332984,groundnut
41,54,27,20.860917825296625,57.119410505383904,7.461504042875339,49.514127008193846,groundnut
51,55,35,21.280561054059678,60.5538920441577,6.715470716883928,91.28294003341864,groundnut
47,41,32,25.4687450854259,69.54408411363715,7.044384759114015,53.02798912754382,groundnut
35,57,29,23.248425762731106,58.84663546331595,6.597990083982196,68.99740156723695,groundnut
42,53,36,23.829397749774976,52.441336905839215,7.15610539608943,90.43231474786862,groundnut
38,43,35,23.790170013789933,69.61911807350552,7.310518036698969,80.5309372372683,groundnut
41,54,33,22.589743596568358,58.83580098335625,6.967364144984347,51.10170956261877,groundnut
40,48,36,28.36637511340019,64.96704300671456,6.45638992481141,67.06657443101335,groundnut
42,56,32,26.313977928017906,52.16639511157146,6.936115127660538,53.33042191754121,groundnut
50,49,36,24.730397659388235,64.27691940890533,7.454537155898339,78.57326196903787,groundnut
56,40,33,27.812350243563078,65.99733607445937,6.125371376869963,92.18520970053004,groundnut
51,54,22,21.77883345234769,61.70581385306869,6.130731462027984,62.93536893417598,groundnut
58,47,20,23.683952895211966,55.03539974930494,6.339851771199498,43.480027124963215,groundnut
31,52,32,23.82100557889513,55.80366002191266,7.301101583147407,79.40479467367732,groundnut
51,42,31,22.629552777919496,55.87282139782399,7.202586492725115,98.17602784891194,groundnut
35,51,27,21.520439880046112,61.19784372310064,6.666323839176194,67.32609617073061,groundnut
46,43,26,28.46842105509444,50.79237736300963,7.289082204058886,50.910153036580866,groundnut
56,57,37,29.23347504247315,61.32555895844381,6.647158601097144,65.18755433600984,groundnut
59,43,21,24.732691679768823,60.438544534580615,7.175760760823735,58.46268364104667,groundnut
30,55,34,25.282038457840194,62.85278803221408,6.408315970979626,48.17246788218605,groundnut
33,43,23,21.178861543577284,63.403002726403145,6.006112053136509,81.46057599515834,groundnut
43,53,21,28.943175598397488,67.40018382107615,6.889534423131341,86.68101427014548,groundnut
41,45,31,20.00030639126467,55.37450771647657,6.356750960787395,86.41981290021704,groundnut
55,54,31,25.54355593543906,56.32685925936511,7.3491273902632965,77.90596797006373,groundnut
40,57,32,25.170341184699883,61.867490847136274,6.498229107034901,98.9301749666212,groundnut
41,57,28,29.04665721536158,50.961989546932,6.540457460997828,87.45721065755279,groundnut
42,57,38,27.340249881305418,66.61837765945279,7.195303602579721,66.17947673959087,groundnut
57,49,34,22.080954368220365,55.8712318263336,6.064484865729803,67.35932262919982,groundnut
52,59,22,23.95472450046119,68.1332562407396,6.56566708633755,41.05119364660588,groundnut
52,42,37,20.078562214209185,54.527562818921695,7.350369750299267,47.12653772591004,groundnut
30,50,25,27.90015788873584,58.633458575559125,7.1163497362861765,48.964162523328696,groundnut
42,50,28,24.4831941339015,68.99331020256095,6.285598373661106,42.496697519116104,groundnut
47,52,34,28.97360144708494,60.29964576327017,6.793774224695796,60.41741783982968,groundnut
51,51,26,27.02397735849641,62.8050589697344,6.3163102868784975,66.94060555991857,groundnut
42,54,36,20.30984150799604,60.45735739667043,6.958818599104159,53.8956761197981,groundnut
39,46,39,22.516132310072877,60.5818920391509,6.7614591286259955,81.27997331897387,groundnut
54,41,24,24.880077217149058,66.49372621652611,6.954271115606259,61.87200889116273,groundnut
49,40,28,21.582001722317425,54.19678991222491,6.7540137498866715,70.24211804900548,groundnut
37,55,26,26.76468098478522,58.97423249236841,7.048257943164456,95.54237929043951,groundnut
41,45,33,28.002722278337387,57.94491867693242,6.425010519659026,89.25681784978369,groundnut
51,41,27,23.636684665525905,64.61625525577821,6.324366267142725,51.807496465167915,groundnut
57,57,39,23.29690720210915,66.05493897940504,6.374667447820841,48.61203489261767,groundnut
48,45,36,22.415907948504174,65.23209165576861,7.299056814332673,69.03815447571591,groundnut
49,59,38,28.577833312365826,50.35645938110174,6.364136027645424,75.73766695680747,groundnut
36,44,38,26.26625040914017,63.56104529666282,6.735109827751428,68.94978564545255,groundnut
30,41,22,21.72636932659006,53.794964055421175,6.769614812625438,70.49575453271939,groundnut
49,56,29,29.731138121420393,60.87807237611929,7.025708528587608,78.62284899839426,groundnut
55,56,21,20.594127375924533,63.71031759063618,6.0339633840524405,57.69704545646747,groundnut
45,43,39,25.109592823882096,64.15717419565993,6.111734650397661,69.57185529727,groundnut
48,57,26,28.537660665789602,57.834979124970396,7.207820581879179,55.39381448123224,groundnut
32,49,35,22.115387198674114,65.93315287077826,6.5021183452404445,96.75705439641055,groundnut
47,51,40,24.685114703434532,75.03859767830963,7.082076337822106,70.20445761552571,soybean
68,55,32,18.192521512095958,77.26037660390628,6.377212839783025,96.23160571205149,soybean
47,68,40,25.031337786076108,65.65334749029982,6.466407101235086,132.97309917973007,soybean
61,62,32,18.609706946462587,67.09620979968177,7.418850999598832,77.63169158192986,soybean
51,67,37,24.31627934590291,70.20288852074603,7.343660358941409,133.9032179563324,soybean
45,67,47,19.46794736166284,69.83692650261222,6.5339608218923795,117.64351862046817,soybean
69,60,45,24.060741709280187,69.91864872836163,7.116545280606244,109.353171310076,soybean
48,52,45,25.759590616038317,70.55342793101772,7.476424869932934,73.69362517224691,soybean
51,66,33,25.90893952854276,79.45271842830017,6.147777264286944,87.23789915215276,soybean
64,51,38,23.546833114085437,63.492041749156606,6.405753515506757,116.76152029462033,soybean
52,63,45,24.7268113734484,79.05885531327243,6.750988600132975,132.956633388717,soybean
55,56,35,21.288916453319942,72.2688341959183,6.097732222906706,99.20563738194409,soybean
52,57,31,18.73059713766141,77.52135233782931,6.432734193579082,62.07070126095986,soybean
54,60,42,23.948651309521214,62.46309634263849,7.041140531414065,80.20363450278653,soybean
41,56,30,25.04459661779755,65.50092351368461,6.964372413769523,97.5421005231793,soybean
58,54,46,18.189332902908255,79.76249978571336,7.237785400055261,88.66396460999292,soybean
67,51,41,19.524683282085384,62.47041683931108,7.442183511041644,104.48634950524763,soybean
58,64,36,19.760180371925728,79.63543286470639,7.101701176042868,124.28242994106732,soybean
69,68,46,18.953896819877183,70.50636004080141,7.056842408367697,79.18729306862963,soybean
57,69,36,23.149720854380057,68.8062510520312,6.732705366832322,107.2980441791273,soybean
56,69,36,18.391334675916266,78.78549827966651,6.480575557397003,64.49082497652321,soybean
67,69,43,22.406563390939898,72.94555292206448,7.019468829661398,127.1684488961482,soybean
40,52,37,18.12153344615704,66.35113148040904,6.898589201898805,61.19087836390335,soybean
69,60,43,25.174812451540422,72.89129504840189,6.950566284860724,69.89939797144237,soybean
65,59,47,21.22882499939271,73.76159030937012,7.401040839610412,88.54579570912449,soybean
48,62,35,24.375833840477764,70.3444333684378,7.2150111580121825,83.57349777004826,soybean
67,57,46,22.091278178799506,72.54568918088903,7.3386685350341185,85.34823269542909,soybean
50,66,49,21.51062230919349,70.48714172745974,7.091371225300369,134.6503834197673,soybean
53,50,46,20.113306514954232,67.709101285709,6.8397033933195255,68.25502958023482,soybean
68,62,48,23.408892961512983,67.16733201328546,7.3141970748590515,115.000166840335,soybean
56,51,49,20.340357690596097,78.2254960800102,6.561046265560188,92.0654945347615,soybean
47,55,37,23.006670398242168,62.44625301586497,7.46397366061602,132.99673680859,soybean
55,65,38,19.569194733749587,78.25580391863316,7.4730452170586075,99.17960665014024,soybean
45,54,35,21.00592842513067,72.80428587545761,6.102003182660083,109.5129188044732,soybean
59,61,40,23.442894698845905,66.96736551919103,7.391255586035322,120.11818550474317,soybean
43,67,39,21.00041600675477,60.768674247729585,6.340936436872121,78.38238476339251,soybean
41,54,35,22.37342335159103,79.66718766683786,6.659270681285681,114.45068643057364,soybean
55,55,36,19.494708481260936,75.88541774414517,6.220528515474648,81.99205291517355,soybean
43,56,45,20.569632794577064,75.69468169682636,6.481125527611834,80.82061510433329,soybean
56,66,43,20.711095691232064,60.39491831417637,7.052581867749335,62.96557763944388,soybean
54,56,45,18.630573383976383,65.26690486713001,7.19475771641754,96.01088606367236,soybean
54,58,47,19.71197244965709,71.52804782248568,6.944520891678697,82.70524489201074,soybean
48,51,32,25.655287002403306,78.3117584019202,6.338002341842423,108.22893838008686,soybean
50,55,46,19.555956031133935,77.56116268959836,6.298826082427375,71.16185841057177,soybean
56,60,46,19.781838450278702,62.98665397703175,7.113068388867562,107.23177153846797,soybean
61,69,37,20.674007847341567,69.33387333869516,7.24820954972515,79.3464624876345,soybean
64,62,46,18.44111693569804,69.32695971903928,7.27458349254554,118.12903714354633,soybean
43,51,39,18.860711000860157,79.69946536239785,6.375008087943653,92.9601326554256,soybean
51,69,42,25.119578369968576,78.27784906941281,7.475299238213889,137.06980467282108,soybean
45,58,39,21.477709206865075,62.0496882632675,7.498550752312686,90.64840381971698,soybean
47,50,49,21.74965013861928,65.13134343811453,6.125649989751023,102.5299090714039,soybean
41,55,49,21.27636879299871,68.17648471511352,7.337597804781577,118.01119162963072,soybean
44,53,35,18.789396711258938,62.56918821241109,6.035410191219767,136.33573188225853,soybean
41,67,43,20.20609888660338,62.696876898606945,7.2800710134354105,93.08858907624877,soybean
56,69,39,21.035720026587754,75.59326800909115,6.420612923159019,110.02255043107402,soybean
49,68,39,20.64182957791333,71.20023089809531,6.002870209405478,117.65874543470939,soybean
54,66,43,21.80584356666647,79.14664591636053,6.294689327236843,83.1504185591815,soybean
63,56,45,20.58228939216213,67.20108875332933,6.690761434749187,120.32422159286907,soybean
61,67,46,19.259026887243262,78.41359015157924,6.080851705918137,107.62079150490666,soybean
58,65,37,21.83180161386157,72.01405447778501,6.132542839993973,71.00417712666521,soybean
64,51,37,18.615132861774377,60.76030346928143,6.340773087985089,120.73855891479727,soybean
